"","al","C","L","lip","N","non","Ph","phytol","unk"
"1",1.56538066608559,24.4548101236851,28.348279075115,7.06762169780377,3.02363614061964,7.46928934509798,12.9422718540056,2.05326564858579,13.0754454490015
"2",1.58002672090871,25.8562409242017,28.841982721977,6.67026659119742,2.92039974858143,7.50703416997417,12.0722101527465,1.85251623217761,12.6993227382354
"3",2.01904762183791,26.5034353849649,29.4809443584841,3.84635037835699,3.3323253075891,8.07347670030809,12.6281764017518,1.2885641092776,12.8276797374295
"4",1.56735870069411,26.9161624623954,28.9897551790581,3.68660718803858,3.0583998547971,7.87638746761608,13.5873459115139,1.25779438622764,13.0601888496590
"5",2.55505603551114,25.973214286494,28.3784529222281,2.86804895488144,2.77860633331583,8.51781813847397,15.1298519378513,1.05216038383726,12.7467910074070
"6",2.49671334140150,25.6788255323131,30.2853206433761,3.5722663366536,2.50938323215086,7.14402159925792,13.8951251483124,1.07311038445326,13.3452337820812
"7",2.26371234695562,25.8003984699264,27.8432645537318,2.80309675491164,2.53262618931702,8.26226095800086,15.8555753403822,1.21722285535709,13.4218425314175
"8",2.13890177388713,25.7700898957574,30.5348467099461,3.16976066228012,2.75982310601371,7.5469661268732,14.1707284260581,1.14393885185408,12.7649444473301
"9",2.13551719740989,26.0576834877598,29.1379390706432,3.17896022825343,2.73795236608452,8.08417409891926,14.7777185564999,1.18358402477861,12.7064709696513
"10",2.34476675613190,26.7092136434663,28.8961708359547,2.89230190667064,2.83134747893617,8.38559912359927,14.7793314187918,0.787151750293144,12.3741170861561
"11",2.45508960222191,26.0421298634882,27.854454718198,3.06848051936684,2.79735269961167,8.24501643716514,15.7152540926645,0.800785600353584,13.0214364669302
"12",2.43674880623779,26.0966587276541,31.0462499816901,3.02414615499538,2.75697552566251,7.76853970676913,13.6657690152709,0.830993617703802,12.3739184640163
"13",2.60187026352433,26.1928314848852,26.9287419420276,3.07129939664738,2.78261835764211,8.56003172534876,16.1995161265258,0.765656332494138,12.8974343709048
"14",2.42209562056492,26.8085390542921,28.8690665203069,2.80672195044568,2.82559969416423,8.4084487738833,14.5236005649238,0.819945687478488,12.5159821339406
"15",2.16494159233037,25.8655990747604,26.6681166550446,2.36127356170876,3.24198754028505,8.73753950159451,16.584822772084,0.874045319047436,13.5016739831449
"16",2.01260563048131,26.3597511845239,29.8434865153272,1.9671800448757,2.89953820170069,7.59378265075037,14.7151617093508,0.641161832834007,13.9673322301561
"17",2.19818388886733,26.5319581051085,30.2818762313175,2.22063998164789,2.99725359913825,7.80177905342144,14.1218647501889,0.654733202180362,13.1917111881298
"18",1.98439265924033,27.1652989480468,28.8416298753638,2.468995170495,3.07578250924884,7.92798954686148,14.2993645192653,0.701349112855664,13.5351976586229
"19",2.03051226043042,27.2003607878883,27.9837398579104,2.07575212989938,2.87280471352394,8.41132964056779,15.4259268698147,0.649644667153745,13.3499290728113
"20",2.8394341820075,25.9774053116076,29.7873632635477,3.52502273093838,2.97377127820361,8.36052309057209,14.0978423392812,1.02792531932834,11.4107124845136
"21",2.84503163262336,26.404150722422,29.5021561849692,3.09411068476337,3.22585217225859,8.76423892208375,13.9878590282018,1.02400823182336,11.1525924208545
"22",3.69553138743727,26.2527845296906,30.5194026967168,3.2727114311911,2.87287340367183,8.37753120998573,12.7804486806336,0.913284839289888,11.3154318213832
"23",3.13380120692541,25.9122870403045,29.8572673429268,3.43500135654516,2.94379484150751,8.31158096848811,14.0551172612487,0.873609898203865,11.47754008385
"24",4.63148437812186,23.6229119893528,29.6387926000813,3.0701775886424,2.73854096174920,8.02827455895952,15.1149435869429,0.87529413300148,12.2795802031485
"25",3.81296976600803,24.6687139456112,29.7121113633484,2.77539330536652,2.50892496933092,8.25568130699872,15.7184590624051,0.817850532010784,11.7298957489202
"26",3.78687501735622,24.3886354360027,31.0592815482290,2.76679499824257,2.68195797576573,8.31117708687295,15.0079162603738,0.793463455162916,11.2038982219941
"27",4.58007014329577,24.32221618009,28.2542415909717,3.10085507288658,2.66375511114316,8.78853536637964,16.0726946575077,0.81762256336546,11.4000093143599
"28",4.23354963838914,24.4302378422281,31.5141538201101,2.55078935768593,2.77078629148645,8.80128700805156,14.3977672556858,0.678249572040433,10.6231792143224
"29",4.04389772360781,24.2169819869015,30.1581988251637,2.81734201620728,2.63918105208485,8.51625468868079,15.5977107317234,0.656832152245958,11.3536008233847
"30",4.34074735614271,24.7183543941837,28.9614089410876,3.06445249578659,2.69451426545962,8.5754211127766,15.6419175672918,0.653229092871857,11.3499547743995
"31",3.92598957871979,23.7339003474555,30.6924067401011,1.65882954622702,2.58785869225846,8.49618198190782,16.4384609573335,0.771142623193176,11.6952295328037
"32",4.1019168564079,24.367284185499,31.5291211665863,2.04477898886932,2.80894429821124,8.61095510361268,14.6741077661541,0.744077457964395,11.1188141766951
"33",3.6765893261584,23.9196254773235,32.1299183179133,1.91682455230706,2.79377953088030,8.07771409700807,14.6665825155429,0.66147370921132,12.1574924736551
"34",3.35011895414835,24.5886001869580,30.2457000672264,2.01327763984943,2.74510343347589,8.5034433019253,15.5858099858298,0.720278947355701,12.2476674832312
"35",3.84611041692623,24.4480505644151,30.4895095109702,2.01437207857412,2.69174469030969,8.38536746645938,15.5274835065001,0.723964662838712,11.8733971030065
"36",3.49530278810649,24.5192862251364,31.1917551589313,1.97686247229828,2.94053509527373,8.40361951911728,14.9399226187675,0.66469813842479,11.8680179839443
"37",3.41751404113814,23.8642659619055,31.7781998169647,1.70546947393133,2.86376355899915,8.35663832252796,15.4028168160625,0.660550045702807,11.950781962768
"38",2.62319522001368,29.2212040109077,31.3879493485504,3.41821807087455,3.04828716818449,8.3460157594565,9.25311097279163,0.905362379482119,11.7966570697389
"39",2.90899663358420,29.106821840174,31.0134600959116,3.36568188220244,2.8748329393378,8.23154486645399,9.54162345823002,1.01913749207471,11.9379007920312
"40",2.53659669943569,28.5286942614479,32.3682339469148,3.26226487185337,3.06779693981321,8.22936716154446,9.09293269525928,0.803945108927206,12.110168314804
"41",2.64227403199641,29.7576938742467,30.1693778687795,3.22120494559736,2.7421450343059,8.36934452769373,9.84291292995012,0.845477467114929,12.4095693203154
"42",2.72353517651637,28.7123669166522,33.3185097133564,2.38638782886134,2.13495268704948,8.1662297435813,10.1225026842244,0.534023717748743,11.9014915320098
"43",3.23993138135355,28.0665403733622,32.200400120194,2.5812066758462,2.45963024217603,8.2699405866449,10.7767178686817,0.570516463789708,11.8351162879517
"44",2.79750209653384,29.0549073077500,32.3168089507263,2.24179244896802,2.12151079554811,8.25616481550475,10.4042986685510,0.630259821937132,12.1767550944807
"45",3.59931679567491,28.4761966541551,30.4481809090548,2.89488382669825,2.32971920864520,8.43858138692234,10.7983225087311,0.589850899686344,12.4249478104319
"46",2.69970873554419,29.9426635548949,32.7786573392802,2.57484769875874,2.15116064657312,8.15455522979967,9.4699077250571,0.550245292292113,11.6782537778000
"47",3.63480217183691,26.5979548198388,33.3999561076875,1.19976065463056,2.19816890585680,8.06223783681376,11.0909398708749,0.485349957694795,13.3308296747660
"48",3.48338080363759,27.9098294523832,33.2248976446515,1.97237540787419,2.47949946897671,8.28043737772258,10.1988543774190,0.478232625393614,11.9724928419416
"49",3.17991640179822,28.1069575731241,33.6433811900021,1.85245854452283,2.32500683302141,8.02542664381386,10.1805599197913,0.464278797795072,12.2220140961310
"50",3.36201422580442,28.1761922882189,31.9183799601947,2.17595612770090,2.24278665401409,8.29974300249392,10.9631473996283,0.461449043148953,12.4003312987957
"51",4.02350484229309,27.4281363879679,32.4518480883191,2.17676568633454,2.33846431184213,8.60597211493501,10.5997629241501,0.4997090133241,11.8758366308341
"52",3.30480416679680,27.4132200111849,32.8031732444223,1.88541931717690,2.61779882398705,7.91476412397879,10.8592387863226,0.388839882882369,12.8127416432483
"53",3.90446713257877,27.3396053863159,32.046231622495,2.03231160924058,2.42623272634093,7.54257692116559,10.6238515703942,0.408426101167303,13.6762969303016
"54",3.44625952567216,27.2593948652872,32.5715418018954,1.83608448631566,2.66647847087389,7.76642838602675,10.7912643633532,0.36383496107942,13.2987131394964
"55",3.00618680883446,27.4890233189788,32.8918322718094,1.75604632386871,2.65072397191463,8.01039511812887,10.8789826970504,0.356770467120674,12.9600390222940
"56",3.35169257336334,28.0499186173814,31.1814707361117,2.12170899687224,2.64286172560022,8.2709209910165,11.1246105498569,0.441001662311147,12.8158141474865
"57",4.16582461477683,27.1054525007949,30.0036352895347,3.94060220053536,3.66346953935587,9.24549121381422,10.6436644327576,0.906245295955227,10.3256149124753
"58",3.66370187728456,27.0558805010790,30.7286990231561,3.67424576813657,3.76643036459094,9.17884436714398,10.9108773186018,0.872717438073818,10.1486033419332
"59",3.44986267761415,26.6936524347150,30.8789232676835,3.63317123039033,3.46657891039444,8.95472345894205,11.4873985328230,0.839072637870292,10.5966168495672
"60",4.27678075668218,26.5694419683498,30.2552139141808,3.74610279340004,3.63850218303595,9.17851711819288,10.9620952177083,0.856143066729336,10.5172029817207
"61",5.48079064649291,24.8000750669505,31.5330703803892,2.85037975952151,3.39040241979932,8.5521527296928,12.0867824609076,0.842537897151419,10.4638086390947
"62",5.51233554371625,25.5358982039819,32.0497305784136,3.25564065046432,3.31853789012544,8.70141233595762,10.9124186131948,0.8663219553042,9.84770422884183
"63",6.44940292167557,25.1843155001924,28.9950005939550,4.25218601679021,3.01765686706782,8.9281487491039,11.9425578602259,0.824152864495332,10.4065786264939
"64",5.04099096435815,25.8137204188358,31.5416084813341,3.11115679214681,3.10615942831539,8.59831357937021,11.4733094754860,0.880395373341801,10.4343454868118
"65",5.39994717303721,25.4208827269844,31.0727179093647,3.09191799404180,3.46757497132223,8.69557765579815,11.4831178488062,0.8209042265669,10.5473594940784
"66",5.0234568847901,25.1816546523418,35.2862769696985,2.41618506330664,3.03874355466023,8.32745937271935,9.92152870369153,0.791776698581753,10.0129181002100
"67",6.0718683795927,24.1195978842281,32.8786225909718,2.80799263755236,3.17701040380089,8.2714364777058,11.3659576636148,0.852948619977456,10.4545653425562
"68",5.83592586799376,24.6329267775624,33.4729654848791,2.85910438775191,3.23361546780324,8.59887221673227,10.5783389488567,0.93139532237764,9.85685552604303
"69",6.09470006652806,23.7681557892221,32.8703059219881,3.58353191117092,3.42925266184901,8.40073932721128,11.0304898158080,0.837047566719388,9.9857769395031
"70",5.49906141913202,24.4086593592024,32.615824414236,2.89292799084651,3.35704473763718,8.54064002265732,11.4485717882199,0.93085017699526,10.3064200910734
"71",5.00539987404376,24.4452393723904,31.3175097018667,2.89952660165731,3.38384543830335,8.42327587425083,12.1533424898264,0.92164955245764,11.4502110952036
"72",4.69387034806784,24.0085606688103,32.85517753541,2.67172689370701,3.71046956667757,8.53241331716367,11.5869266294006,0.997382436130122,10.9434726046328
"73",5.03330864856911,23.7915896595636,33.8686453206697,2.55339629298876,3.55412145688042,8.1786348212584,10.9395044318903,1.02667892079852,11.0541204473812
"74",4.72294703022768,24.6503017915007,31.8845587381387,3.10145090306967,3.39573178405232,8.58779926226739,11.4982321879006,1.05949807789994,11.0994802249430
